 11 12 0.053 0.064 0.075 0.080 0.076 0.068 0.059 0.052 0.050 0.054 0.058 0.060 0.058
 11 13 0.319 0.296 0.275 0.259 0.255 0.265 0.284 0.302 0.313 0.321 0.332 0.344 0.350
 11 14 0.042 0.041 0.040 0.040 0.042 0.046 0.050 0.055 0.061 0.068 0.076 0.083 0.087
 11 15 0.178 0.198 0.227 0.258 0.285 0.304 0.313 0.310 0.297 0.283 0.276 0.274 0.268
 12 13 0.343 0.332 0.316 0.299 0.286 0.283 0.292 0.310 0.336 0.368 0.400 0.425 0.434
 12 14 2.767 2.722 2.622 2.476 2.301 2.119 1.958 1.841 1.805 1.880 2.050 2.241 2.361
 12 15 0.073 0.072 0.073 0.079 0.088 0.098 0.106 0.114 0.130 0.151 0.169 0.179 0.178
 13 14 0.164 0.168 0.171 0.171 0.171 0.171 0.174 0.182 0.197 0.220 0.247 0.269 0.277
 13 15 0.295 0.302 0.314 0.328 0.346 0.378 0.427 0.481 0.526 0.564 0.610 0.659 0.688
 14 15 0.160 0.162 0.170 0.185 0.200 0.212 0.222 0.232 0.246 0.261 0.277 0.293 0.301
*** Cu V        'effective collision strengths Omega'
*** ATOM        'copper'
*** SPECTRUM 5
*** N_LEVELS 15
*** T_UNIT	'log(K)'
*** SOURCE1	'*Storey, P. J. & Sochi, T. 2016, MNRAS 459, 2565' 
*** NOTE1 	'Effective Collision Strengths Omega' 
*** SOURCE2	'DP: Omega taken identical to Co III from SS16' 
*** GSCONFIG d7
