 6  8  0.360  0.382  0.423  0.466  0.489  0.481  0.449  0.403  0.350  0.300  0.283  0.323  0.386
 6  9  2.461  2.482  2.488  2.472  2.411  2.293  2.131  1.939  1.723  1.503  1.342  1.280  1.243
 6 10  9.081  9.062  9.032  8.955  8.811  8.598  8.290  7.826  7.143  6.270  5.377  4.611  3.940
 6 11  3.168  3.171  3.167  3.161  3.148  3.111  3.027  2.872  2.629  2.318  2.011  1.765  1.552
 6 12  0.282  0.254  0.232  0.211  0.191  0.174  0.161  0.150  0.140  0.129  0.121  0.113  0.104
 6 13  0.232  0.235  0.232  0.226  0.218  0.211  0.203  0.193  0.182  0.172  0.171  0.174  0.172
 6 14  0.309  0.323  0.331  0.329  0.320  0.310  0.301  0.291  0.279  0.268  0.260  0.256  0.247
 6 15  0.076  0.078  0.076  0.073  0.071  0.070  0.069  0.068  0.066  0.064  0.064  0.064  0.063
 7  8  3.196  3.382  3.658  4.001  4.320  4.516  4.620  4.686  4.669  4.496  4.200  3.892  3.571
 7  9  0.183  0.212  0.230  0.238  0.236  0.220  0.193  0.160  0.131  0.112  0.115  0.148  0.186
 7 10  4.616  4.550  4.480  4.380  4.237  4.059  3.851  3.594  3.261  2.861  2.476  2.169  1.902
 7 11  5.926  5.922  5.910  5.894  5.868  5.805  5.663  5.388  4.941  4.351  3.739  3.209  2.741
 7 12  0.192  0.179  0.166  0.151  0.135  0.120  0.108  0.098  0.090  0.081  0.074  0.068  0.061
 7 13  0.121  0.127  0.130  0.131  0.130  0.127  0.122  0.114  0.105  0.097  0.093  0.093  0.091
 7 14  0.316  0.305  0.294  0.279  0.263  0.248  0.237  0.225  0.213  0.202  0.196  0.194  0.188
 7 15  0.175  0.163  0.149  0.136  0.126  0.121  0.116  0.112  0.108  0.103  0.100  0.098  0.094
 8  9  0.037  0.048  0.057  0.064  0.069  0.069  0.064  0.056  0.047  0.041  0.040  0.049  0.059
 8 10  0.310  0.305  0.295  0.273  0.241  0.201  0.163  0.130  0.106  0.094  0.104  0.137  0.171
 8 11  5.681  5.677  5.681  5.683  5.674  5.630  5.508  5.256  4.833  4.263  3.660  3.124  2.645
 8 12  0.074  0.077  0.078  0.074  0.068  0.061  0.055  0.050  0.045  0.041  0.037  0.034  0.030
 8 13  0.057  0.061  0.064  0.065  0.065  0.064  0.061  0.058  0.053  0.048  0.046  0.045  0.043
 8 14  0.176  0.174  0.172  0.167  0.160  0.151  0.143  0.134  0.125  0.117  0.113  0.111  0.107
 8 15  0.114  0.111  0.107  0.103  0.100  0.099  0.098  0.096  0.093  0.089  0.086  0.084  0.080
 9 10  3.230  3.180  3.138  3.100  3.060  2.997  2.881  2.696  2.452  2.204  2.085  2.170  2.298
 9 11  0.138  0.142  0.149  0.164  0.185  0.204  0.215  0.216  0.216  0.224  0.261  0.339  0.420
 9 12  0.269  0.337  0.414  0.481  0.520  0.521  0.491  0.451  0.412  0.378  0.351  0.331  0.310
 9 13  0.536  0.532  0.538  0.543  0.540  0.531  0.521  0.512  0.507  0.506  0.516  0.538  0.547
 9 14  0.054  0.060  0.065  0.069  0.074  0.079  0.083  0.088  0.092  0.098  0.109  0.122  0.129
 9 15  0.013  0.011  0.009  0.008  0.008  0.009  0.010  0.012  0.013  0.016  0.019  0.022  0.024
10 11  2.666  2.682  2.690  2.686  2.659  2.593  2.475  2.304  2.086  1.858  1.727  1.750  1.811
10 12  0.229  0.263  0.315  0.367  0.397  0.393  0.364  0.326  0.292  0.263  0.240  0.223  0.205
10 13  0.257  0.259  0.260  0.258  0.253  0.250  0.249  0.248  0.245  0.245  0.253  0.271  0.280
10 14  0.396  0.406  0.408  0.397  0.379  0.362  0.349  0.339  0.330  0.325  0.327  0.336  0.341
10 15  0.051  0.050  0.048  0.046  0.045  0.046  0.047  0.049  0.049  0.050  0.052  0.056  0.058
11 12  0.135  0.154  0.190  0.233  0.261  0.265  0.249  0.225  0.203  0.183  0.166  0.151  0.134
11 13  0.119  0.123  0.123  0.118  0.114  0.114  0.119  0.123  0.125  0.126  0.130  0.136  0.137
11 14  0.254  0.261  0.262  0.256  0.247  0.239  0.234  0.230  0.226  0.222  0.227  0.241  0.250
11 15  0.235  0.221  0.204  0.188  0.175  0.168  0.164  0.160  0.156  0.152  0.150  0.152  0.153
12 13  0.791  0.869  0.926  0.947  0.941  0.949  0.992  1.046  1.084  1.103  1.104  1.075  1.004
12 14  0.295  0.335  0.368  0.383  0.384  0.384  0.389  0.399  0.412  0.423  0.423  0.412  0.390
12 15  0.140  0.136  0.129  0.120  0.115  0.113  0.114  0.118  0.123  0.127  0.126  0.121  0.112
13 14  0.735  0.729  0.714  0.679  0.634  0.598  0.572  0.553  0.540  0.531  0.526  0.521  0.515
13 15  0.313  0.285  0.251  0.218  0.193  0.177  0.168  0.162  0.156  0.151  0.146  0.142  0.141
14 15  0.576  0.490  0.401  0.324  0.273  0.244  0.227  0.216  0.209  0.208  0.211  0.213  0.211
*** Co II       'effective collision strengths Omega'
*** ATOM        'cobalt'
*** SPECTRUM 2
*** N_LEVELS 15
*** T_UNIT	'log(K)'
*** SOURCE1	'Storey, P. J. et al. 2016, MNRAS 456, 1974' 
*** NOTE1 	'Effective Collision Strengths Omega' 
*** GSCONFIG d8
